image_path,label
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0041.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0034.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0030.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0198.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0085.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0053.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_11_03_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0070.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_25_04_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0116.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_23_08_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_21_43_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0077.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0085.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0099.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_19_42_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_31_22_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0015.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0178.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0054.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_46_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0071.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_18_09_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0040.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0187.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_50_32_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0018.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_03_35_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_18_15_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0113.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0033.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0155.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_39_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0037.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0182.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0158.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0140.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0016.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0047.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0034.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_37_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0015.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0105.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0002.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0018.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0085.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_05_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0144.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_38_34_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_14_56_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0013.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_50_43_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0167.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0169.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_48_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0060.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0100.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0099.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0008.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0162.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0008.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0104.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_03_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_38_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_17_46_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0186.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_48_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_57_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0148.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0157.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0172.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0113.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0139.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0038.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0073.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0094.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0094.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0027.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_10_12_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_18_27_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0034.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_22_04_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0186.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0185.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_15_35_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0009.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0087.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0189.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0005.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_43_52_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_21_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0177.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0148.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0129.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0078.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0156.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_06_51_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0019.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0071.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0138.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0127.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0185.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_51_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_50_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0126.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0114.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_42_39_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_14_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0152.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_44_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0029.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0057.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0180.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0085.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0032.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0015.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0055.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_16_16_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0037.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0046.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0197.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0093.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_14_55_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_06_04_0152.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_27_35_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0064.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_11_05_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0162.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0141.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0005.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0155.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0154.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0186.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0031.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0157.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0039.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_12_35_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_36_08_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_29_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0081.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_49_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0069.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0172.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0118.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0096.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0198.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0098.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0118.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0050.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_46_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0011.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0128.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_29_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0155.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_37_Pro (5).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0082.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0001.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0188.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_05_05_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_56_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0152.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0016.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_12_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0094.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_00_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0080.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0016.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0106.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0166.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0023.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_46_35_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0077.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0191.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_07_09_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0040.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_35_55_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0183.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0074.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_31_00_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0007.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0036.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_08_42_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_12_31_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_03_23_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_20_45_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_58_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0109.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0199.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_37_11_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0100.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0021.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_37_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0126.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_42_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0174.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0025.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_07_01_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0122.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0188.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0020.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_39_07_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0134.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0062.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0186.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0188.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0104.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0028.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_30_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0193.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_32_54_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_01_46_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0108.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0036.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_43_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0020.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_31_57_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_05_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0160.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0010.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0041.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_08_33_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0186.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0188.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_20_45_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0046.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_08_17_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0199.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0008.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_51_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0175.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0181.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_23_32_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0076.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0057.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_18_20_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0114.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0055.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_20_42_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_17_19_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0175.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0020.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_04_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0130.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0137.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0106.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_34_43_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0033.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0188.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0097.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0055.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0074.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0146.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0111.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0016.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0074.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0038.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_10_47_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_31_08_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_50_37_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0056.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_25_08_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_46_Pro (5).jpg,Fist
